,"(x0, y0)",converged to,closest fp,stability,success
0,"(0.3425557563446738, 2.0424006404070254)","(-5.1093102229060605e-05, 2.0000147819519043)","(0.0, 2.0)",stable,True
0,"(-0.31412872186905344, 2.2790307450780176)","(3.097653461736627e-05, 2.0001025199890137)","(0.0, 2.0)",stable,True
0,"(-0.5236265018987405, 2.0577773590224906)","(-0.00020635128021240234, 1.9999654293060303)","(0.0, 2.0)",stable,True
0,"(-0.05148494918389034, 2.0580446966211463)","(-2.3208558559417725e-06, 2.000027894973755)","(0.0, 2.0)",stable,True
0,"(0.1371573389896082, 2.1603776302160713)","(3.765225483221002e-05, 1.9999256134033203)","(0.0, 2.0)",stable,True
0,"(0.4730933137600988, 1.882985006919883)","(-0.00022823810286354274, 1.9999618530273438)","(0.0, 2.0)",stable,True
0,"(0.12697519406835645, 2.5801274014069273)","(0.00014162660227157176, 2.000143051147461)","(0.0, 2.0)",stable,True
0,"(0.3429155367635569, 1.9149712126052805)","(-0.001098287058994174, 2.0001983642578125)","(0.0, 2.0)",stable,True
0,"(-0.2709287589674845, 1.8319737797666096)","(-0.00018906593322753906, 1.9998424053192139)","(0.0, 2.0)",stable,True
0,"(0.09022881511610213, 1.5362838077915062)","(0.0005508303875103593, 2.0018601417541504)","(0.0, 2.0)",stable,True
0,"(-0.23128472969470418, 2.3406828648017646)","(0.0009102433687075973, 1.998827576637268)","(0.0, 2.0)",stable,True
0,"(0.30735452706192584, 2.1953217776219467)","(-2.332329677301459e-05, 1.9997838735580444)","(0.0, 2.0)",stable,True
0,"(0.3547017325728842, 2.1219599561564526)","(-7.658600952709094e-05, 2.0001564025878906)","(0.0, 2.0)",stable,True
0,"(0.26962580785484536, 2.396772206978727)","(0.0013193010818213224, 2.001973867416382)","(0.0, 2.0)",stable,True
0,"(0.47506733798702205, 1.5782727720431287)","(1.6576052075834014e-05, 1.9997438192367554)","(0.0, 2.0)",stable,True
0,"(-0.11000112755195776, 1.976670872097937)","(0.00010927766561508179, 2.0000553131103516)","(0.0, 2.0)",stable,True
0,"(0.48295705920021326, 2.633885746101825)","(0.0007671117782592773, 2.000368595123291)","(0.0, 2.0)",stable,True
0,"(0.07135362410106807, 1.984850950855624)","(5.292594505590387e-05, 2.000016689300537)","(0.0, 2.0)",stable,True
0,"(-0.04990844485341812, 1.996897877006611)","(-7.806494977558032e-05, 2.0000357627868652)","(0.0, 2.0)",stable,True
0,"(0.04159711642989577, 2.5188577227767053)","(-0.00032308921799995005, 1.9995527267456055)","(0.0, 2.0)",stable,True
0,"(-0.07266029916674131, 1.6481756709723132)","(3.471076342975721e-05, 2.000112533569336)","(0.0, 2.0)",stable,True
0,"(0.15924767597144238, 2.1949800279641196)","(-0.00011243522021686658, 2.000244140625)","(0.0, 2.0)",stable,True
0,"(-0.3279025723119394, 1.8097824290653322)","(-0.0002499282418284565, 1.9997812509536743)","(0.0, 2.0)",stable,True
0,"(-0.2582760663751329, 1.59206912362347)","(-2.2912025087862276e-05, 1.9998528957366943)","(0.0, 2.0)",stable,True
0,"(0.608458617047584, 1.787156500658607)","(-0.0002579212305136025, 1.999794363975525)","(0.0, 2.0)",stable,True
0,"(0.3055086676355295, 1.5873910869343217)","(0.0005835473421029747, 1.9992377758026123)","(0.0, 2.0)",stable,True
0,"(0.49996519415758217, 2.141887307835632)","(-6.833076622569934e-05, 1.9998546838760376)","(0.0, 2.0)",stable,True
0,"(0.20316999066775665, 2.4712440615149274)","(0.0008955389494076371, 2.000788450241089)","(0.0, 2.0)",stable,True
0,"(-0.4734899499157165, 1.986544685049625)","(-0.00021933317475486547, 1.9999706745147705)","(0.0, 2.0)",stable,True
0,"(0.25351752844666164, 2.040450389250063)","(-0.00020591616339515895, 1.9999520778656006)","(0.0, 2.0)",stable,True
0,"(0.21634165134364156, 2.0291605667640837)","(-2.816319465637207e-06, 2.000046968460083)","(0.0, 2.0)",stable,True
0,"(-0.241759622260002, 1.7781905470673744)","(-4.999339580535889e-05, 1.9997895956039429)","(0.0, 2.0)",stable,True
0,"(-0.38326348652710485, 2.0888178067644456)","(-0.0002935350057668984, 2.0008177757263184)","(0.0, 2.0)",stable,True
0,"(0.032750442020990755, 2.105845879839665)","(-1.3087689694657456e-05, 1.999916434288025)","(0.0, 2.0)",stable,True
0,"(0.3571753470744101, 2.1654344420135607)","(0.00041513441829010844, 2.000166654586792)","(0.0, 2.0)",stable,True
0,"(0.13546877280876904, 2.173859440664315)","(0.002154937479645014, 2.0037200450897217)","(0.0, 2.0)",stable,True
0,"(-0.012738644594149846, 2.169842601792729)","(-7.447097596013919e-05, 2.0001220703125)","(0.0, 2.0)",stable,True
